PROD_0112	Mint Pineade		Juices	pcs	0	0%	No	Active
PROD_0111	Pineapple		Juices	pcs	0	0%	No	Active
PROD_0110	Passion		Juices	pcs	0	0%	No	Active
PROD_0109	Watermelon		Juices	pcs	555454542	0%	No	Active
PROD_0108	Frappes		Coladas	pcs	0	0%	No	Active
PROD_0107	Strawberry		Coladas	pcs	0	0%	No	Active
PROD_0106	Pina Colada		Coladas	pcs	0	0%	No	Active
PROD_0105	Sunset		Mocktails	pcs	0	0%	No	Active
PROD_0104	Blue Lagoon		Mocktails	pcs	0	0%	No	Active
PROD_0103	Strawberry Lemonade		Lemonade	pcs	0	0%	No	Active
PROD_0102	Classic Lemonade		Lemonade	pcs	0	0%	No	Active
PROD_0101	Passion Mojitos		Mojitos	pcs	0	0%	No	Active
PROD_0100	Blueberry Mojitos		Mojitos	pcs	0	0%	No	Active
PROD_0099	Kiwi Mojitos		Mojitos	pcs	0	0%	No	Active
PROD_0098	Classic Mojitos		Mojitos	pcs	0	0%	No	Active
PROD_0097	Iced Vanilla Latte		Iced Coffee	pcs	0	0%	No	Active
PROD_0096	Iced Matcha Latte		Iced Coffee	pcs	0	0%	No	Active
PROD_0095	Iced Caramel		Iced Coffee	pcs	0	0%	No	Active
PROD_0094	Iced Matcha		Iced Coffee	pcs	0	0%	No	Active
PROD_0093	Iced Latte		Iced Coffee	pcs	0	0%	No	Active
PROD_0092	Iced Mocha		Iced Coffee	pcs	0	0%	No	Active
PROD_0091	Banana(Moos)		Extras	pcs	0	0%	No	Active
PROD_0090	Honey		Extras	pcs	0	0%	No	Active
PROD_0089	Yoghurt		Extras	pcs	0	0%	No	Active
PROD_0088	Milk		Extras	pcs	0	0%	No	Active
PROD_0087	Mix Veges Steamed		Vegetables	pcs	0	0%	No	Active
PROD_0086	Steamed Cabbage		Vegetables	pcs	0	0%	No	Active
PROD_0085	Steamed Spinanch		Extras	pcs	0	0%	No	Active
PROD_0084	Steamed Veges		Extras	pcs	0	0%	No	Active
PROD_0083	Rice		Extras	pcs	0	0%	No	Active
PROD_0082	Ice Cream Fruit Bowl		Salads	pcs	0	0%	No	Active
PROD_0081	Mixed Fruit		Fruit Based(salads)	pcs	0	0%	No	Active
PROD_0080	Nashad Fruit Platter		Fruit Based(salads)	pcs	0	0%	No	Active
PROD_0079	Cajun Fish Salad		Meat Based(salads)	pcs	0	0%	No	Active
PROD_0078	Tuna Salad		Meat Based(salads)	pcs	0	0%	No	Active
PROD_0077	Mexican Chicken Salad		Meat Based(salads)	pcs	0	0%	No	Active
PROD_0076	Avo Chicken Salad		Meat Based(salads)	pcs	0	0%	No	Active
PROD_0075	Oatmeal Porridge		Breakfast	pcs	0	0%	Yes	Active
PROD_0074	Nashaad Dheylo		Breakfast	pcs	0	0%	Yes	Active
PROD_0073	Beer (Liver)		Breakfast	pcs	0	0%	Yes	Active
PROD_0072	Full Breakfast		Breakfast	pcs	0	0%	Yes	Active
PROD_0071	Chapati		Snacks	pcs	0	0%	Yes	Active
PROD_0069	Bhajia		Snacks	pcs	0	0%	Yes	Active
PROD_0068	Mahamri		Snacks	pcs	0	0%	Yes	Active
PROD_0067	Viazi Karai		Snacks	pcs	0	0%	Yes	Active
PROD_0066	Masala Fries		Fries	pcs	0	0%	Yes	Active
PROD_0065	Onion Garlic Fries		Snacks	pcs	0	0%	No	Active
PROD_0064	Plain Fries		Fries	pcs	0	0%	Yes	Active
PROD_0063	Beef Sausage		Snacks	pcs	0	0%	No	Active
PROD_0062	Chicken Nuggets		Snacks	pcs	0	0%	Yes	Active
PROD_0061	Fish Fingers		Fish	pcs	0	0%	Yes	Active
PROD_0060	Beef Samosa		Snacks	pcs	0	0%	Yes	Active
PROD_0059	Veggie Currry		Curries	pcs	0	0%	No	Active
PROD_0058	Fish Curry		Curries	pcs	0	0%	Yes	Active
PROD_0057	Chicken Curry		Curries	pcs	0	0%	Yes	Active
PROD_0056	Beef Curry		Curries	pcs	0	0%	Yes	Active
PROD_0053	Rigatoni		Pasta	pcs	0	0%	Yes	Active
PROD_0050	Creamy Chicken Pasta		Pasta	pcs	0	0%	Yes	Active
PROD_0049	Spesso		Somali	pcs	0	0%	Yes	Active
PROD_0048	Goat Mandi		Somali	pcs	0	0%	Yes	Active
PROD_0047	Kostato		Somali	pcs	0	0%	Yes	Active
PROD_0046	Deilo		Somali	pcs	0	0%	Yes	Active
PROD_0045	Arosto		Somali	pcs	0	0%	Yes	Active
PROD_0044	Chicken Kebab		Chicken	pcs	0	0%	Yes	Active
PROD_0043	Chicken Skewers		Skewers	pcs	0	0%	Yes	Active
